##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	HG002.novaseq.pcr-free.35x.R1
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	415086209
Sequences flagged as poor quality	0
Sequence length	151
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.90809357629128	37.0	37.0	37.0	37.0	37.0
2	36.109276637037105	37.0	37.0	37.0	37.0	37.0
3	36.18600733131078	37.0	37.0	37.0	37.0	37.0
4	36.19120486125329	37.0	37.0	37.0	37.0	37.0
5	36.24668251264402	37.0	37.0	37.0	37.0	37.0
6	36.25622576152608	37.0	37.0	37.0	37.0	37.0
7	36.253543205527215	37.0	37.0	37.0	37.0	37.0
8	36.26823194455974	37.0	37.0	37.0	37.0	37.0
9	36.270827284941184	37.0	37.0	37.0	37.0	37.0
10-14	36.25839826492525	37.0	37.0	37.0	37.0	37.0
15-19	36.25128674077437	37.0	37.0	37.0	37.0	37.0
20-24	36.22573643731921	37.0	37.0	37.0	37.0	37.0
25-29	36.15307468044548	37.0	37.0	37.0	37.0	37.0
30-34	36.10872267066816	37.0	37.0	37.0	37.0	37.0
35-39	36.06793022410436	37.0	37.0	37.0	37.0	37.0
40-44	36.04288365118871	37.0	37.0	37.0	37.0	37.0
45-49	36.009893281229196	37.0	37.0	37.0	37.0	37.0
50-54	35.98159610260625	37.0	37.0	37.0	37.0	37.0
55-59	35.93740199159447	37.0	37.0	37.0	37.0	37.0
60-64	35.910191771753134	37.0	37.0	37.0	37.0	37.0
65-69	35.86855003607214	37.0	37.0	37.0	37.0	37.0
70-74	35.829651313710585	37.0	37.0	37.0	37.0	37.0
75-79	35.78514320672119	37.0	37.0	37.0	37.0	37.0
80-84	35.731950359738406	37.0	37.0	37.0	37.0	37.0
85-89	35.67335747114644	37.0	37.0	37.0	37.0	37.0
90-94	35.64081285629993	37.0	37.0	37.0	37.0	37.0
95-99	35.591448467997644	37.0	37.0	37.0	37.0	37.0
100-104	35.54220812814332	37.0	37.0	37.0	37.0	37.0
105-109	35.51890832971519	37.0	37.0	37.0	37.0	37.0
110-114	35.44716179380462	37.0	37.0	37.0	37.0	37.0
115-119	35.41293780829996	37.0	37.0	37.0	37.0	37.0
120-124	35.3464206728198	37.0	37.0	37.0	37.0	37.0
125-129	35.24864798435161	37.0	37.0	37.0	34.6	37.0
130-134	35.22869041018899	37.0	37.0	37.0	34.6	37.0
135-139	35.17398298096673	37.0	37.0	37.0	25.0	37.0
140-144	35.08619591261824	37.0	37.0	37.0	25.0	37.0
145-149	34.9716521355206	37.0	37.0	37.0	25.0	37.0
150-151	34.613652125696134	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.0757095087850459
1101	2	0.031007361111200282
1101	3	-0.033209177086895636
1101	4	-0.02006741890430419
1101	5	0.04877515832738055
1101	6	-0.03121640366754974
1101	7	0.02347996588568435
1101	8	-0.025923757099221234
1101	9	0.006905488695494455
1101	10-14	0.03179273291084428
1101	15-19	0.022750402581955598
1101	20-24	-0.03659317407688434
1101	25-29	-0.029928141745138248
1101	30-34	-0.08222631859248253
1101	35-39	-0.07385309010352614
1101	40-44	-0.10350721391667861
1101	45-49	-0.0777309741024439
1101	50-54	-0.07229979141136766
1101	55-59	-0.1152540320565194
1101	60-64	-0.01742730713194618
1101	65-69	-0.0767525621409817
1101	70-74	-0.04659075476530461
1101	75-79	-0.03929849501493976
1101	80-84	-0.11902613131867668
1101	85-89	-0.09773352003006153
1101	90-94	-0.07336129919913503
1101	95-99	-0.1987623241179719
1101	100-104	-0.06840912288029699
1101	105-109	-0.07673107827361036
1101	110-114	-0.2011894156928946
1101	115-119	-0.12647199536740317
1101	120-124	-0.0313967272811837
1101	125-129	-0.09834207765730696
1101	130-134	0.019338784064345305
1101	135-139	0.021626341193687892
1101	140-144	0.05589312207029451
1101	145-149	-0.028479182156992522
1101	150-151	-0.050867310792433784
1102	1	-0.04762734344229358
1102	2	0.040877383516793486
1102	3	0.016347118263439597
1102	4	-0.023391377793096524
1102	5	0.04247882533625358
1102	6	-0.03927660248488252
1102	7	0.01157750246908762
1102	8	-0.014658193151007026
1102	9	0.020515209835508585
1102	10-14	0.04642331154630597
1102	15-19	0.00814333791424815
1102	20-24	-0.04665326908897072
1102	25-29	-0.032327398439122135
1102	30-34	-0.042219762149436235
1102	35-39	-0.043374708592793354
1102	40-44	-0.006441841377103685
1102	45-49	-0.017990001833965152
1102	50-54	-0.02499902494412254
1102	55-59	-0.010257814405036925
1102	60-64	0.01784388900426137
1102	65-69	0.0015240205957880448
1102	70-74	0.020374521323752504
1102	75-79	0.0023421467841231447
1102	80-84	-0.13286237708187798
1102	85-89	-0.10683889462083584
1102	90-94	-0.10629045753763222
1102	95-99	-0.058629286082528154
1102	100-104	-0.10944404542760822
1102	105-109	-0.08404895822543779
1102	110-114	-0.09715139178237564
1102	115-119	-0.09116255743145985
1102	120-124	0.0490766380633616
1102	125-129	-0.12022685262311938
1102	130-134	0.015309192068897914
1102	135-139	0.048580006474203685
1102	140-144	0.07351133120373987
1102	145-149	-0.02233483909519407
1102	150-151	-0.08274423671607423
1103	1	0.06435885945769115
1103	2	0.03692137814527996
1103	3	-0.03611394243706201
1103	4	-0.035397301382936064
1103	5	0.04906664842242492
1103	6	0.033979470642755416
1103	7	0.051552345598274485
1103	8	0.03674019779548132
1103	9	0.05389896562657981
1103	10-14	0.031323926698782145
1103	15-19	-0.035590849542799674
1103	20-24	-0.007221455679449207
1103	25-29	0.008585424370885164
1103	30-34	0.007154558033136027
1103	35-39	-0.017044874477221583
1103	40-44	0.017264225296045765
1103	45-49	-2.2949220277723725E-4
1103	50-54	0.008919625548422516
1103	55-59	0.005539120810858833
1103	60-64	0.042433115406282695
1103	65-69	0.03719141698444872
1103	70-74	0.0024826313367327657
1103	75-79	0.0177065025612535
1103	80-84	-0.06350975051846319
1103	85-89	-0.03120089675167037
1103	90-94	-0.02448335832720261
1103	95-99	0.005694703799825618
1103	100-104	0.0028288100162896512
1103	105-109	0.01824277002356922
1103	110-114	-0.03162173724358297
1103	115-119	-0.012027932633692728
1103	120-124	0.027463133398384798
1103	125-129	-0.1332077086893051
1103	130-134	0.02320430543796448
1103	135-139	-0.012315456231121402
1103	140-144	-2.6545191300186843E-4
1103	145-149	-0.10727101145435824
1103	150-151	-0.17628498006408932
1104	1	-0.010220708591489824
1104	2	0.04800201326410303
1104	3	0.011215124052810665
1104	4	-0.006924491238912367
1104	5	0.09053608197226026
1104	6	0.022707793563412793
1104	7	0.0356769561787047
1104	8	0.05073217272274633
1104	9	0.053163767004555496
1104	10-14	0.0315212889374763
1104	15-19	-0.01868232994780783
1104	20-24	0.015058344492416609
1104	25-29	0.033978531280560276
1104	30-34	0.021125422544415073
1104	35-39	0.014711912976032693
1104	40-44	0.026172910016576623
1104	45-49	0.018245803954613393
1104	50-54	0.008687307348473894
1104	55-59	0.024073769723869987
1104	60-64	0.04284101865192014
1104	65-69	0.018370823163785133
1104	70-74	0.011917010408190265
1104	75-79	0.06119558877750819
1104	80-84	-0.025316954386063628
1104	85-89	-5.91618802729954E-4
1104	90-94	0.025349803386760072
1104	95-99	-0.01274661592610471
1104	100-104	0.051168594283737434
1104	105-109	0.052353692301124966
1104	110-114	-0.01007693091985118
1104	115-119	-0.0021993328543317148
1104	120-124	0.05220592140180713
1104	125-129	0.009612293207155176
1104	130-134	0.09177746755330674
1104	135-139	0.05008377699805777
1104	140-144	8.048502156157156E-4
1104	145-149	-0.013162998321902819
1104	150-151	0.04834281587235978
1105	1	-0.011200986452713835
1105	2	-0.011422171662474057
1105	3	-0.008009548234298336
1105	4	0.029530354241011025
1105	5	0.011366669168509702
1105	6	0.01274955806208311
1105	7	0.06724396599226168
1105	8	0.040798836601133814
1105	9	0.03750028886374679
1105	10-14	0.03149442368727051
1105	15-19	0.005888558743080807
1105	20-24	-0.01011660729960795
1105	25-29	0.032966851848890144
1105	30-34	-0.0017085405404557719
1105	35-39	0.0015466739178435773
1105	40-44	-0.005536757288609806
1105	45-49	-0.021050348717068346
1105	50-54	0.013637453700248159
1105	55-59	0.002177312492918304
1105	60-64	0.021347188490750568
1105	65-69	0.027777507521058453
1105	70-74	-0.01588737960041442
1105	75-79	0.051239195662340364
1105	80-84	-0.0386232574941161
1105	85-89	-0.015617255939559982
1105	90-94	-0.0029977181105351747
1105	95-99	-0.01112309042313342
1105	100-104	0.053074733920773554
1105	105-109	0.023604171034428134
1105	110-114	-0.013634710971473396
1105	115-119	0.023903961760609604
1105	120-124	0.09994456909555538
1105	125-129	0.04196577074869623
1105	130-134	0.1626949285668715
1105	135-139	0.10678941494791871
1105	140-144	0.11365151230521064
1105	145-149	0.06009985089841763
1105	150-151	0.07157825910459081
1106	1	-0.04939656455872665
1106	2	0.019102718577677535
1106	3	-0.006966944237341011
1106	4	0.010056824609961268
1106	5	0.03018325774202424
1106	6	0.006452692384158354
1106	7	0.03371363732123456
1106	8	-0.00500498696263918
1106	9	0.02881405433699058
1106	10-14	0.01895673928807895
1106	15-19	0.004723194907661821
1106	20-24	-0.0036749380386069674
1106	25-29	0.032916835475539585
1106	30-34	0.016748898249844046
1106	35-39	0.01589850229635914
1106	40-44	0.008701587287724522
1106	45-49	0.00830571010226322
1106	50-54	0.021613231987281267
1106	55-59	0.008174766846316572
1106	60-64	0.024203121089350077
1106	65-69	0.02084096199217811
1106	70-74	0.011546757296997612
1106	75-79	0.03889003122262835
1106	80-84	-0.025744983413162004
1106	85-89	-0.005776817724900241
1106	90-94	0.01889637168810765
1106	95-99	0.006444450158475945
1106	100-104	0.0744168612005609
1106	105-109	0.0389092704880909
1106	110-114	0.017885415531608828
1106	115-119	0.031846516529355995
1106	120-124	0.11614578111344542
1106	125-129	0.05968149774945175
1106	130-134	0.17756628456069734
1106	135-139	0.16632920873541934
1106	140-144	0.12531036943340013
1106	145-149	0.089402107279966
1106	150-151	0.10071996904749625
1107	1	-0.03180618573837535
1107	2	0.0049916614394973635
