##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	HG002.novaseq.pcr-free.35x.R2
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	415086209
Sequences flagged as poor quality	0
Sequence length	151
%GC	41
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.6706396381384	37.0	37.0	37.0	37.0	37.0
2	35.79505860672909	37.0	37.0	37.0	37.0	37.0
3	35.91501544682733	37.0	37.0	37.0	37.0	37.0
4	35.909298352526086	37.0	37.0	37.0	37.0	37.0
5	35.95352226216699	37.0	37.0	37.0	37.0	37.0
6	35.98910384661804	37.0	37.0	37.0	37.0	37.0
7	35.97737330030158	37.0	37.0	37.0	37.0	37.0
8	35.97925531416535	37.0	37.0	37.0	37.0	37.0
9	35.95240003023083	37.0	37.0	37.0	37.0	37.0
10-14	35.963778023278046	37.0	37.0	37.0	37.0	37.0
15-19	35.944765283685925	37.0	37.0	37.0	37.0	37.0
20-24	35.91511340190057	37.0	37.0	37.0	37.0	37.0
25-29	35.85533501740599	37.0	37.0	37.0	37.0	37.0
30-34	35.80738300655033	37.0	37.0	37.0	37.0	37.0
35-39	35.75358674033904	37.0	37.0	37.0	37.0	37.0
40-44	35.724166744359366	37.0	37.0	37.0	37.0	37.0
45-49	35.66262548366188	37.0	37.0	37.0	37.0	37.0
50-54	35.60416343969645	37.0	37.0	37.0	37.0	37.0
55-59	35.575356255692896	37.0	37.0	37.0	37.0	37.0
60-64	35.52319710819397	37.0	37.0	37.0	37.0	37.0
65-69	35.47969821035417	37.0	37.0	37.0	37.0	37.0
70-74	35.428035140526674	37.0	37.0	37.0	37.0	37.0
75-79	35.36200540885713	37.0	37.0	37.0	37.0	37.0
80-84	35.307728688234974	37.0	37.0	37.0	37.0	37.0
85-89	35.26597841028248	37.0	37.0	37.0	37.0	37.0
90-94	35.18794086025633	37.0	37.0	37.0	27.4	37.0
95-99	35.13715418524058	37.0	37.0	37.0	27.4	37.0
100-104	35.09020311585442	37.0	37.0	37.0	25.0	37.0
105-109	34.974567175273215	37.0	37.0	37.0	25.0	37.0
110-114	34.893613072073904	37.0	37.0	37.0	25.0	37.0
115-119	34.817601515158984	37.0	37.0	37.0	25.0	37.0
120-124	34.77292336060242	37.0	37.0	37.0	25.0	37.0
125-129	34.71732270729332	37.0	37.0	37.0	25.0	37.0
130-134	34.610187302561044	37.0	37.0	37.0	25.0	37.0
135-139	34.47884139171678	37.0	37.0	37.0	25.0	37.0
140-144	34.416346473221424	37.0	37.0	37.0	25.0	37.0
145-149	34.27522007747552	37.0	37.0	37.0	25.0	37.0
150-151	33.92636255592871	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	0.04318185220171955
1101	2	0.024323917885617163
1101	3	0.0032213048807179234
1101	4	-0.050258579315624274
1101	5	-0.03340770692745565
1101	6	0.03225270781717171
1101	7	0.08607863680830974
1101	8	-0.023032580727523566
1101	9	0.02274535614377271
1101	10-14	0.015524453248282555
1101	15-19	0.04581861259134712
1101	20-24	0.013352133418784717
1101	25-29	0.016307456461625236
1101	30-34	0.054997249568479845
1101	35-39	0.0514672506364775
1101	40-44	0.030401386449035783
1101	45-49	0.03940590499194485
1101	50-54	0.02070458740988812
1101	55-59	-0.06997654807439346
1101	60-64	0.016399467332988138
1101	65-69	0.04120736303768524
1101	70-74	0.0036080174446695423
1101	75-79	0.023459864065110025
1101	80-84	0.04723092722387179
1101	85-89	-0.08706441761398054
1101	90-94	-0.0612901417230205
1101	95-99	-0.05565319443613248
1101	100-104	-0.19858927076635524
1101	105-109	0.005335286242029724
1101	110-114	0.16130417207293846
1101	115-119	0.0490425840344102
1101	120-124	0.013497757960962531
1101	125-129	0.10484109299422784
1101	130-134	0.17791039312406554
1101	135-139	0.2653576385573402
1101	140-144	0.1559572624864316
1101	145-149	0.015500455862216711
1101	150-151	0.3096635847825766
1102	1	0.12714159502069577
1102	2	0.09713364494775334
1102	3	0.006410111380517947
1102	4	-0.14884362234813153
1102	5	-0.14445282829283457
1102	6	0.04519532980326346
1102	7	0.07236872675866834
1102	8	0.0257551436952852
1102	9	-0.08708015987554063
1102	10-14	0.0020286241400384597
1102	15-19	0.005381591435714483
1102	20-24	-0.013418425858965577
1102	25-29	0.0230219762279944
1102	30-34	0.06503145504127872
1102	35-39	0.043609281785634835
1102	40-44	0.0021889388563849366
1102	45-49	-0.02863786437020366
1102	50-54	-0.014475805874205605
1102	55-59	0.042749020837355545
1102	60-64	-0.06617011337354484
1102	65-69	-0.026328788709264472
1102	70-74	0.04046302124401535
1102	75-79	-0.0390976455634231
1102	80-84	-0.013763196987291337
1102	85-89	-0.020694268649116054
1102	90-94	-0.04541439652842172
1102	95-99	0.05436443273763558
1102	100-104	0.017994293147694407
1102	105-109	0.11605658506491778
1102	110-114	0.1517878779633577
1102	115-119	0.10168227933583296
1102	120-124	0.10609963901809749
1102	125-129	0.1248523668780166
1102	130-134	0.14399875923633232
1102	135-139	0.2804623698481592
1102	140-144	0.18143150984937506
1102	145-149	0.292795994164571
1102	150-151	0.3832999289082295
1103	1	0.21572331964765823
1103	2	0.13993531048202357
1103	3	-0.0023050991584909752
1103	4	-0.06695984753075379
1103	5	0.021483471148663114
1103	6	-0.003973675953069744
1103	7	0.09208406486456511
1103	8	0.03346091423423303
1103	9	-0.05495813783041115
1103	10-14	0.034045960903483774
1103	15-19	0.025782055777476387
1103	20-24	0.022066842279812704
1103	25-29	0.004248056095569552
1103	30-34	0.07297464913071394
1103	35-39	0.026963208336148625
1103	40-44	-0.06425930396628843
1103	45-49	-0.08980864205465622
1103	50-54	0.0323279642590677
1103	55-59	0.04261498962416965
1103	60-64	0.05217514541131152
1103	65-69	-0.062323666996121574
1103	70-74	-0.03106255197911878
1103	75-79	-0.0158353006913714
1103	80-84	-0.06821052265899397
1103	85-89	0.1346075119028214
1103	90-94	0.0782777741816858
1103	95-99	0.18682544561649195
1103	100-104	0.18253291308350583
1103	105-109	0.18936127013260062
1103	110-114	0.02124039627277341
1103	115-119	0.16601547814658346
1103	120-124	0.14075929784114294
